0	1.5818
1	0.371707
2	0.653017
4	0.335891
5	0.0915365
6	1.40287
8	0.450074
9	3.72498
10	0.0486
16	0.371707
17	0.541232
18	0.438131
20	0.0915365
24	3.72498
32	0.653017
33	0.438131
34	0.937949
36	1.40287
40	0.0486
64	0.335891
65	0.0915365
66	1.40287
68	0.0306398
70	1.43224
72	1.81794
73	1.75573
74	1.47347
80	0.0848173
81	0.0795106
82	1.44238
84	0.18075
96	0.151573
98	1.38965
128	0.450074
129	3.72498
130	0.0486
132	1.81794
133	1.75573
134	1.47347
136	0.0297922
137	1.81707
144	0.757349
145	2.04208
152	0.0790276
160	0.267774
161	0.578387
162	0.152831
168	0.0399915
256	0.335891
257	0.0848173
258	0.151573
260	0.0306398
261	0.18075
264	1.81794
272	0.0915365
273	0.0795106
280	1.75573
288	1.40287
289	1.44238
290	1.38965
292	1.43224
296	1.47347
320	0.159041
384	0.109974
385	1.09876
388	0.154731
389	0.285629
390	0.0620161
392	0.161705
408	0.492247
416	0.912381
424	0.157414
512	0.450074
513	0.757349
514	0.267774
516	1.81794
520	0.0297922
521	0.0790276
522	0.0399915
528	3.72498
529	2.04208
530	0.578387
532	1.75573
536	1.81707
544	0.0486
546	0.152831
548	1.47347
576	0.109974
578	0.912381
580	0.154731
584	0.161705
585	0.492247
586	0.157414
592	1.09876
596	0.285629
612	0.0620161
640	0.102999
641	0.383812
649	0.0476003
656	0.383812
664	0.0476003
1024	0.371707
1025	0.541232
1026	0.438131
1028	0.0848173
1029	0.0795106
1030	1.44238
1032	0.757349
1033	2.04208
1056	0.445404
1057	0.364698
1058	0.590329
1088	0.0915365
1092	0.18075
1152	3.72498
1160	0.0790276
1280	0.0848173
1282	0.214814
1288	0.676985
1408	1.09876
1536	0.757349
1537	0.355308
1538	0.253774
1540	0.676985
1664	0.383812
2048	0.653017
2049	0.438131
2050	0.937949
2052	0.151573
2054	1.38965
2056	0.267774
2057	0.578387
2058	0.152831
2064	0.445404
2065	0.364698
2066	0.590329
2112	1.40287
2176	0.0486
2184	0.0399915
2304	0.151573
2305	0.214814
2306	0.269446
2312	0.740482
2560	0.267774
2561	0.253774
2564	0.740482
2624	0.912381
4096	0.335891
4097	0.0848173
4098	0.151573
4100	0.159041
4104	0.109974
4105	1.09876
4112	0.0848173
4114	0.214814
4120	1.09876
4128	0.151573
4129	0.214814
4130	0.269446
4160	0.0306398
4161	0.18075
4168	0.154731
4169	0.285629
4170	0.0620161
4224	1.81794
4232	0.161705
4240	0.676985
4256	0.740482
4352	0.0306398
4360	0.154731
4368	0.18075
4376	0.285629
4392	0.0620161
4480	0.154731
4608	1.81794
4609	0.676985
4610	0.740482
4616	0.161705
4672	0.154731
5120	0.0915365
5121	0.0795106
5248	1.75573
5256	0.492247
5376	0.18075
5504	0.285629
6144	1.40287
6145	1.44238
6146	1.38965
6152	0.912381
6208	1.43224
6272	1.47347
6280	0.157414
6528	0.0620161
8192	0.450074
8193	0.757349
8194	0.267774
8196	0.109974
8198	0.912381
8200	0.102999
8201	0.383812
8208	0.757349
8209	0.355308
8210	0.253774
8216	0.383812
8224	0.267774
8225	0.253774
8228	0.912381
8256	1.81794
8260	0.154731
8272	0.676985
8288	0.740482
8320	0.0297922
8321	0.0790276
8322	0.0399915
8324	0.161705
8325	0.492247
8326	0.157414
8329	0.0476003
8448	1.81794
8449	0.676985
8450	0.740482
8452	0.154731
8576	0.161705
8704	0.0297922
8708	0.161705
8720	0.0790276
8724	0.492247
8728	0.0476003
8736	0.0399915
8740	0.157414
8768	0.161705
9216	3.72498
9217	2.04208
9218	0.578387
9220	1.09876
9224	0.383812
9280	1.75573
9284	0.285629
9344	1.81707
9352	0.0476003
9728	0.0790276
9792	0.492247
9856	0.0476003
10240	0.0486
10242	0.152831
10304	1.47347
10308	0.0620161
10752	0.0399915
10816	0.157414
16384	0.371707
16386	0.445404
16388	0.0848173
16392	0.757349
